"","name","summary","doi","language","release_date","docs","tutorials","license","stars","source","Category","Citation_Count","apa_citation","author"
"47","ezec","Easy Interface to Effective Concentration Calculations","10.32614/CRAN.package.ezec","R",2016-12-05,"https://cran.r-project.org/web/packages/ezec/index.html","https://cran.r-project.org/web/packages/ezec/vignettes","GPL-3",NA,"CRAN","Specialized analysis",3,"ezec. (2016). Easy Interface to Effective Concentration Calculations. R package version 1.0.1. https://doi.org/10.32614/CRAN.package.ezec","Zhian N. Kamvar [cre, aut],
  Niklaus J. Grunwald [ths, ctb]"
"48","FAVA","Quantify Compositional Variability Across Relative Abundance
Vectors","10.32614/CRAN.package.FAVA","R",2025-03-27,"https://cran.r-project.org/web/packages/FAVA/index.html","https://cran.r-project.org/web/packages/FAVA/vignettes","MIT + file LICENSE",NA,"CRAN","Specialized analysis",0,"FAVA. (2025). Quantify Compositional Variability Across Relative Abundance
Vectors. R package version 1.0.9. https://doi.org/10.32614/CRAN.package.FAVA","Maike Morrison [aut, cre, cph] (ORCID:
    <https://orcid.org/0000-0003-0430-1401>)"
"49","FGRepo","Functional Genomics Repository for POST-GWAS Analysis","10.32614/CRAN.package.FGRepo","R",2024-11-08,"https://cran.r-project.org/web/packages/FGRepo/index.html","https://cran.r-project.org/web/packages/FGRepo/vignettes","GPL-3",NA,"CRAN","Specialized analysis",0,"FGRepo. (2024). Functional Genomics Repository for POST-GWAS Analysis. R package version 1.3.2.0. https://doi.org/10.32614/CRAN.package.FGRepo","Alireza Ani [aut, cre],
  Ahmad Vaez [aut]"
"50","file2meco","Transform Files to 'microtable' Object with 'microeco' Package","10.32614/CRAN.package.file2meco","R",2024-11-19,"https://cran.r-project.org/web/packages/file2meco/index.html","https://cran.r-project.org/web/packages/file2meco/vignettes","GPL-3",NA,"CRAN","Specialized analysis",0,"file2meco. (2024). Transform Files to 'microtable' Object with 'microeco' Package. R package version 0.9.1. https://doi.org/10.32614/CRAN.package.file2meco","Chi Liu [aut, cre]"
"51","flamingos","Functional Latent Data Models for Clustering Heterogeneous
Curves ('FLaMingos')","10.32614/CRAN.package.flamingos","R",2019-08-06,"https://cran.r-project.org/web/packages/flamingos/index.html","https://cran.r-project.org/web/packages/flamingos/vignettes","GPL (>= 3)",NA,"CRAN","Specialized analysis",0,"flamingos. (2019). Functional Latent Data Models for Clustering Heterogeneous
Curves ('FLaMingos'). R package version 0.1.0. https://doi.org/10.32614/CRAN.package.flamingos","Faicel Chamroukhi [aut] (ORCID:
    <https://orcid.org/0000-0002-5894-3103>),
  Florian Lecocq [aut, trl, cre] (R port),
  Marius Bartcus [aut, trl] (R port)"
"52","FuncDiv","Compute Contributional Diversity Metrics","10.32614/CRAN.package.FuncDiv","R",2023-03-08,"https://cran.r-project.org/web/packages/FuncDiv/index.html","https://cran.r-project.org/web/packages/FuncDiv/vignettes","AGPL-3",NA,"CRAN","Specialized analysis",0,"FuncDiv. (2023). Compute Contributional Diversity Metrics. R package version 1.0.0. https://doi.org/10.32614/CRAN.package.FuncDiv","Gavin Douglas [aut, cre] (ORCID:
    <https://orcid.org/0000-0001-5164-6707>)"
"53","GAMens","Applies GAMbag, GAMrsm and GAMens Ensemble Classifiers for
Binary Classification","10.32614/CRAN.package.GAMens","R",2018-04-05,"https://cran.r-project.org/web/packages/GAMens/index.html","https://cran.r-project.org/web/packages/GAMens/vignettes","GPL (>= 2)",NA,"CRAN","Specialized analysis",0,"GAMens. (2018). Applies GAMbag, GAMrsm and GAMens Ensemble Classifiers for
Binary Classification. R package version 1.2.1. https://doi.org/10.32614/CRAN.package.GAMens","Koen W. De Bock, Kristof Coussement and Dirk Van den Poel"
"54","GAPR","Generalized Association Plots","10.32614/CRAN.package.GAPR","R",2025-06-06,"https://cran.r-project.org/web/packages/GAPR/index.html","https://cran.r-project.org/web/packages/GAPR/vignettes","MIT + file LICENSE",NA,"CRAN","Specialized analysis",0,"GAPR. (2025). Generalized Association Plots. R package version 0.1.4. https://doi.org/10.32614/CRAN.package.GAPR","Shu-Yu Lin [aut, cre],
  Chiun-How Kao [aut, ctb],
  Chun-Houh Chen [aut, ctb]"
"55","gcplyr","Wrangle and Analyze Growth Curve Data","10.32614/CRAN.package.gcplyr","R",2025-07-29,"https://cran.r-project.org/web/packages/gcplyr/index.html","https://cran.r-project.org/web/packages/gcplyr/vignettes","MIT + file LICENSE",NA,"CRAN","Specialized analysis",0,"gcplyr. (2025). Wrangle and Analyze Growth Curve Data. R package version 1.12.0. https://doi.org/10.32614/CRAN.package.gcplyr","Mike Blazanin [aut, cre] (ORCID:
    <https://orcid.org/0000-0003-4630-6235>)"
"56","genieBPC","Project GENIE BioPharma Collaborative Data Processing Pipeline","10.32614/CRAN.package.genieBPC","R",2024-07-11,"https://cran.r-project.org/web/packages/genieBPC/index.html","https://cran.r-project.org/web/packages/genieBPC/vignettes","MIT + file LICENSE",NA,"CRAN","Specialized analysis",0,"genieBPC. (2024). Project GENIE BioPharma Collaborative Data Processing Pipeline. R package version 2.0.1. https://doi.org/10.32614/CRAN.package.genieBPC","Jessica A. Lavery [aut, cre] (ORCID:
    <https://orcid.org/0000-0002-2746-5647>),
  Michael A. Curry [aut] (ORCID: <https://orcid.org/0000-0002-0261-4044>),
  Samantha Brown [aut] (ORCID: <https://orcid.org/0000-0001-5352-974X>),
  Karissa Whiting [aut] (ORCID: <https://orcid.org/0000-0002-4683-1868>),
  Hannah Fuchs [aut] (ORCID: <https://orcid.org/0000-0003-2426-0096>),
  Axel Martin [aut],
  Daniel D. Sjoberg [ctb] (ORCID:
    <https://orcid.org/0000-0003-0862-2018>)"
"57","GenoPop","Genotype Imputation and Population Genomics Efficiently from
Variant Call Formatted (VCF) Files","10.32614/CRAN.package.GenoPop","R",2024-11-25,"https://cran.r-project.org/web/packages/GenoPop/index.html","https://cran.r-project.org/web/packages/GenoPop/vignettes","GPL (>= 3)",NA,"CRAN","Specialized analysis",0,"GenoPop. (2024). Genotype Imputation and Population Genomics Efficiently from
Variant Call Formatted (VCF) Files. R package version 1.0.0. https://doi.org/10.32614/CRAN.package.GenoPop","Marie Gurke [aut, cre] (ORCID: <https://orcid.org/0000-0001-9901-424X>)"
"58","GFM","Generalized Factor Model","10.32614/CRAN.package.GFM","R",2023-08-11,"https://cran.r-project.org/web/packages/GFM/index.html","https://cran.r-project.org/web/packages/GFM/vignettes","GPL-3",NA,"CRAN","Specialized analysis",0,"GFM. (2023). Generalized Factor Model. R package version 1.2.1. https://doi.org/10.32614/CRAN.package.GFM","Wei Liu [aut, cre],
  Huazhen Lin [aut],
  Shurong Zheng [aut],
  Jin Liu [aut],
  Jinyu Nie [aut]"
"59","ggalign","A 'ggplot2' Extension for Consistent Axis Alignment","10.32614/CRAN.package.ggalign","R",2025-05-14,"https://cran.r-project.org/web/packages/ggalign/index.html","https://cran.r-project.org/web/packages/ggalign/vignettes","MIT + file LICENSE",NA,"CRAN","Specialized analysis",0,"ggalign. (2025). A 'ggplot2' Extension for Consistent Axis Alignment. R package version 1.0.2. https://doi.org/10.32614/CRAN.package.ggalign","Yun Peng [aut, cre] (ORCID: <https://orcid.org/0000-0003-2801-3332>),
  Shixiang Wang [aut] (ORCID: <https://orcid.org/0000-0001-9855-7357>),
  Guangchuang Yu [ths] (ORCID: <https://orcid.org/0000-0002-6485-8781>)"
"60","gggenomes","A Grammar of Graphics for Comparative Genomics","10.32614/CRAN.package.gggenomes","R",2024-08-30,"https://cran.r-project.org/web/packages/gggenomes/index.html","https://cran.r-project.org/web/packages/gggenomes/vignettes","MIT + file LICENSE",NA,"CRAN","Specialized analysis",46,"gggenomes. (2024). A Grammar of Graphics for Comparative Genomics. R package version 1.0.1. https://doi.org/10.32614/CRAN.package.gggenomes","Thomas Hackl [aut, cre],
  Markus J. Ankenbrand [aut],
  Bart van Adrichem [aut],
  Kristina Haslinger [ctb, sad]"
"61","GGoutlieR","Identify Individuals with Unusual Geo-Genetic Patterns","10.32614/CRAN.package.GGoutlieR","R",2023-10-15,"https://cran.r-project.org/web/packages/GGoutlieR/index.html","https://cran.r-project.org/web/packages/GGoutlieR/vignettes","MIT + file LICENSE",NA,"CRAN","Specialized analysis",0,"GGoutlieR. (2023). Identify Individuals with Unusual Geo-Genetic Patterns. R package version 1.0.2. https://doi.org/10.32614/CRAN.package.GGoutlieR","Che-Wei Chang [aut, cre] (ORCID:
    <https://orcid.org/0000-0001-6704-3732>),
  Karl Schmid [ths] (ORCID: <https://orcid.org/0000-0001-5129-895X>)"
"62","ggpicrust2","Make 'PICRUSt2' Output Analysis and Visualization Easier","10.32614/CRAN.package.ggpicrust2","R",2025-07-16,"https://cran.r-project.org/web/packages/ggpicrust2/index.html","https://cran.r-project.org/web/packages/ggpicrust2/vignettes","MIT + file LICENSE",NA,"CRAN","Visualization Tools",0,"ggpicrust2. (2025). Make 'PICRUSt2' Output Analysis and Visualization Easier. R package version 2.3.2. https://doi.org/10.32614/CRAN.package.ggpicrust2","Chen Yang [aut, cre],
  Liangliang Zhang [aut]"
"63","grainscape","Landscape Connectivity, Habitat, and Protected Area Networks","10.32614/CRAN.package.grainscape","R",2025-01-15,"https://cran.r-project.org/web/packages/grainscape/index.html","https://cran.r-project.org/web/packages/grainscape/vignettes","GPL (>= 2)",NA,"CRAN","Specialized analysis",0,"grainscape. (2025). Landscape Connectivity, Habitat, and Protected Area Networks. R package version 0.5.0. https://doi.org/10.32614/CRAN.package.grainscape","Paul Galpern [aut, cph] (ORCID:
    <https://orcid.org/0000-0003-0099-3981>),
  Sam Doctolero [aut],
  Alex M Chubaty [aut, cre] (ORCID:
    <https://orcid.org/0000-0001-7146-8135>)"
"64","Greymodels","Shiny App for Grey Forecasting Model","10.32614/CRAN.package.Greymodels","R",2022-12-05,"https://cran.r-project.org/web/packages/Greymodels/index.html","https://cran.r-project.org/web/packages/Greymodels/vignettes","GPL-3",NA,"CRAN","Specialized analysis",0,"Greymodels. (2022). Shiny App for Grey Forecasting Model. R package version 2.0.1. https://doi.org/10.32614/CRAN.package.Greymodels","Jahajeeah Havisha [aut, cre],
  Saib Aslam Aly [aut]"
"65","growthcurver","Simple Metrics to Summarize Growth Curves","10.32614/CRAN.package.growthcurver","R",2020-10-19,"https://cran.r-project.org/web/packages/growthcurver/index.html","https://cran.r-project.org/web/packages/growthcurver/vignettes","GPL (>= 2)",NA,"CRAN","Specialized analysis",1,"growthcurver. (2020). Simple Metrics to Summarize Growth Curves. R package version 0.3.1. https://doi.org/10.32614/CRAN.package.growthcurver","Kathleen Sprouffske [aut, cre]"
"66","gtexture","Generalized Application of Co-Occurrence Matrices and Haralick
Texture","10.32614/CRAN.package.gtexture","R",2024-04-08,"https://cran.r-project.org/web/packages/gtexture/index.html","https://cran.r-project.org/web/packages/gtexture/vignettes","MIT + file LICENSE",NA,"CRAN","Specialized analysis",0,"gtexture. (2024). Generalized Application of Co-Occurrence Matrices and Haralick
Texture. R package version 1.0.0. https://doi.org/10.32614/CRAN.package.gtexture","Rowan Barker-Clarke [aut, cre] (ORCID:
    <https://orcid.org/0000-0003-1961-7919>),
  Raoul Wadhwa [aut] (ORCID: <https://orcid.org/0000-0003-0503-9580>),
  Davis Weaver [aut],
  Jacob Scott [aut] (ORCID: <https://orcid.org/0000-0003-2971-7673>)"
"67","GUniFrac","Generalized UniFrac Distances, Distance-Based Multivariate
Methods and Feature-Based Univariate Methods for Microbiome
Data Analysis","10.32614/CRAN.package.GUniFrac","R",2023-09-14,"https://cran.r-project.org/web/packages/GUniFrac/index.html","https://cran.r-project.org/web/packages/GUniFrac/vignettes","GPL-3",NA,"CRAN","Metagenomics and community analysis",0,"GUniFrac. (2023). Generalized UniFrac Distances, Distance-Based Multivariate
Methods and Feature-Based Univariate Methods for Microbiome
Data Analysis. R package version 1.8. https://doi.org/10.32614/CRAN.package.GUniFrac","Jun Chen, Xianyang Zhang, Lu Yang, Lujun Zhang"
"68","HLAtools","Toolkit for HLA Immunogenomics","10.32614/CRAN.package.HLAtools","R",2025-07-21,"https://cran.r-project.org/web/packages/HLAtools/index.html","https://cran.r-project.org/web/packages/HLAtools/vignettes","GPL (>= 3)",NA,"CRAN","Specialized analysis",0,"HLAtools. (2025). Toolkit for HLA Immunogenomics. R package version 1.6.3. https://doi.org/10.32614/CRAN.package.HLAtools","Livia Tran [aut],
  Ryan Nickens [aut],
  Leamon Crooms IV [aut],
  Derek Pappas [aut],
  Vinh Luu [ctb],
  Josh Bredeweg [ctb],
  Steven Mack [aut, cre] (ORCID: <https://orcid.org/0000-0001-9820-9547>)"
"69","HMP","Hypothesis Testing and Power Calculations for Comparing
Metagenomic Samples from HMP","10.32614/CRAN.package.HMP","R",2019-08-31,"https://cran.r-project.org/web/packages/HMP/index.html","https://cran.r-project.org/web/packages/HMP/vignettes","Apache License (== 2.0)",NA,"CRAN","Metagenomics and community analysis",0,"HMP. (2019). Hypothesis Testing and Power Calculations for Comparing
Metagenomic Samples from HMP. R package version 2.0.1. https://doi.org/10.32614/CRAN.package.HMP","Patricio S. La Rosa, Elena Deych, Sharina Carter, Berkley Shands, Dake Yang, William D. Shannon"
"70","HMPTrees","Statistical Object Oriented Data Analysis of RDP-Based Taxonomic
Trees from Human Microbiome Data","10.32614/CRAN.package.HMPTrees","R",2017-07-05,"https://cran.r-project.org/web/packages/HMPTrees/index.html","https://cran.r-project.org/web/packages/HMPTrees/vignettes","Apache License (== 2.0)",NA,"CRAN","Metagenomics and community analysis",0,"HMPTrees. (2017). Statistical Object Oriented Data Analysis of RDP-Based Taxonomic
Trees from Human Microbiome Data. R package version 1.4. https://doi.org/10.32614/CRAN.package.HMPTrees","Patricio S. La Rosa, Elena Deych, Berkley Shands, William D. Shannon"
"71","holobiont","Microbiome Analysis Tools","10.32614/CRAN.package.holobiont","R",2025-07-21,"https://cran.r-project.org/web/packages/holobiont/index.html","https://cran.r-project.org/web/packages/holobiont/vignettes","GPL-2",NA,"CRAN","Metagenomics and community analysis",0,"holobiont. (2025). Microbiome Analysis Tools. R package version 0.1.3. https://doi.org/10.32614/CRAN.package.holobiont","Sharon Bewick [aut, cre],
  Benjamin Camper [aut],
  National Science Foundation Division of Integrative Organismal Systems
    (award #2104605) [fnd]"
"72","Holomics","An User-Friendly R 'shiny' Application for Multi-Omics Data
Integration and Analysis","10.32614/CRAN.package.Holomics","R",2024-06-07,"https://cran.r-project.org/web/packages/Holomics/index.html","https://cran.r-project.org/web/packages/Holomics/vignettes","GPL (>= 3)",NA,"CRAN","Specialized analysis",1,"Holomics. (2024). An User-Friendly R 'shiny' Application for Multi-Omics Data
Integration and Analysis. R package version 1.1.1. https://doi.org/10.32614/CRAN.package.Holomics","Katharina Munk [aut, cre],
  Eva M. Molin [aut, ctb],
  Günter Brader [ctb],
  Lisa Ziemba [ctb],
  AIT Austrian Institute of Technology GmbH [cph]"
"73","HybridMicrobiomes","Analysis of Host-Associated Microbiomes from Hybrid Organisms","10.32614/CRAN.package.HybridMicrobiomes","R",2023-12-05,"https://cran.r-project.org/web/packages/HybridMicrobiomes/index.html","https://cran.r-project.org/web/packages/HybridMicrobiomes/vignettes","GPL-2",NA,"CRAN","Metagenomics and community analysis",0,"HybridMicrobiomes. (2023). Analysis of Host-Associated Microbiomes from Hybrid Organisms. R package version 0.1.1. https://doi.org/10.32614/CRAN.package.HybridMicrobiomes","Benjamin Camper [aut],
  Zachary Lauglin [ctb],
  Daniel Malagon [ctb],
  Robert Denton [ctb],
  Sharon Bewick [aut, cre],
  National Science Foundation Division of Integrative Organismal Systems
    (award #2104605) [fnd],
  Clemson University Support for Early Exploration and Development (CU
    SEED) Grant [fnd]"
"74","iC10","A Copy Number and Expression-Based Classifier for Breast Tumours","10.32614/CRAN.package.iC10","R",2024-07-19,"https://cran.r-project.org/web/packages/iC10/index.html","https://cran.r-project.org/web/packages/iC10/vignettes","GPL-3",NA,"CRAN","Specialized analysis",0,"iC10. (2024). A Copy Number and Expression-Based Classifier for Breast Tumours. R package version 2.0.2. https://doi.org/10.32614/CRAN.package.iC10","Oscar M Rueda [aut, cre] (ORCID:
    <https://orcid.org/0000-0003-0008-4884>)"
"75","iC10TrainingData","Training Datasets for iC10 Package","10.32614/CRAN.package.iC10TrainingData","R",2024-07-16,"https://cran.r-project.org/web/packages/iC10TrainingData/index.html","https://cran.r-project.org/web/packages/iC10TrainingData/vignettes","GPL-3",NA,"CRAN","Specialized analysis",0,"iC10TrainingData. (2024). Training Datasets for iC10 Package. R package version 2.0.1. https://doi.org/10.32614/CRAN.package.iC10TrainingData","Oscar M Rueda and Jose Antonio Seoane Fernandez"
"76","iClusterVB","Fast Integrative Clustering and Feature Selection for High
Dimensional Data","10.32614/CRAN.package.iClusterVB","R",2024-12-09,"https://cran.r-project.org/web/packages/iClusterVB/index.html","https://cran.r-project.org/web/packages/iClusterVB/vignettes","MIT + file LICENSE",NA,"CRAN","Specialized analysis",0,"iClusterVB. (2024). Fast Integrative Clustering and Feature Selection for High
Dimensional Data. R package version 0.1.4. https://doi.org/10.32614/CRAN.package.iClusterVB","Abdalkarim Alnajjar [aut, cre, cph] (ORCID:
    <https://orcid.org/0009-0008-4439-1214>),
  Zihang Lu [aut]"
"77","iDINGO","Integrative Differential Network Analysis in Genomics","10.32614/CRAN.package.iDINGO","R",2020-07-30,"https://cran.r-project.org/web/packages/iDINGO/index.html","https://cran.r-project.org/web/packages/iDINGO/vignettes","GPL-2",NA,"CRAN","Specialized analysis",0,"iDINGO. (2020). Integrative Differential Network Analysis in Genomics. R package version 1.0.4. https://doi.org/10.32614/CRAN.package.iDINGO","Caleb A. Class <cclass@butler.edu>, Min Jin Ha <mjha@mdanderson.org>"
"78","IgAScores","Score Taxon-Level IgA Binding in IgA-Seq Experiments","10.32614/CRAN.package.IgAScores","R",2020-09-01,"https://cran.r-project.org/web/packages/IgAScores/index.html","https://cran.r-project.org/web/packages/IgAScores/vignettes","GPL-3",NA,"CRAN","Specialized analysis",0,"IgAScores. (2020). Score Taxon-Level IgA Binding in IgA-Seq Experiments. R package version 0.1.2. https://doi.org/10.32614/CRAN.package.IgAScores","Matthew Jackson [aut, cre, cph]"
