name,author,summary,doi,citation,apa_citation,language,release_date,docs,tutorials,license,stars,source,Category,Citation_Count,readme_has_tags
GUniFrac,"Jun Chen [aut, cre],
  Xianyang Zhang [aut],
  Lu Yang [aut],
  Lujun Zhang [aut]","Generalized UniFrac Distances, Distance-Based Multivariate
Methods and Feature-Based Univariate Methods for Microbiome
Data Analysis",10.32614/CRAN.package.GUniFrac,"GUniFrac. (2025). Generalized UniFrac Distances, Distance-Based Multivariate
Methods and Feature-Based Univariate Methods for Microbiome
Data Analysis. R package version 1.9. https://doi.org/10.32614/CRAN.package.GUniFrac","GUniFrac. (2025). Generalized UniFrac Distances, Distance-Based Multivariate
Methods and Feature-Based Univariate Methods for Microbiome
Data Analysis. R package version 1.9. https://doi.org/10.32614/CRAN.package.GUniFrac",R,2025-08-25,https://cran.r-project.org/web/packages/GUniFrac/index.html,https://cran.r-project.org/web/packages/GUniFrac/vignettes,NA,NA,CRAN,Metagenomics and community analysis,0,NA
HMP,"Patricio S. La Rosa, Elena Deych, Sharina Carter, Berkley Shands, Dake Yang, William D. Shannon","Hypothesis Testing and Power Calculations for Comparing
Metagenomic Samples from HMP",10.32614/CRAN.package.HMP,"HMP. (2019). Hypothesis Testing and Power Calculations for Comparing
Metagenomic Samples from HMP. R package version 2.0.1. https://doi.org/10.32614/CRAN.package.HMP","HMP. (2019). Hypothesis Testing and Power Calculations for Comparing
Metagenomic Samples from HMP. R package version 2.0.1. https://doi.org/10.32614/CRAN.package.HMP",R,2019-08-31,https://cran.r-project.org/web/packages/HMP/index.html,https://cran.r-project.org/web/packages/HMP/vignettes,NA,NA,CRAN,Metagenomics and community analysis,0,NA
HMPTrees,"Patricio S. La Rosa, Elena Deych, Berkley Shands, William D. Shannon","Statistical Object Oriented Data Analysis of RDP-Based Taxonomic
Trees from Human Microbiome Data",10.32614/CRAN.package.HMPTrees,"HMPTrees. (2017). Statistical Object Oriented Data Analysis of RDP-Based Taxonomic
Trees from Human Microbiome Data. R package version 1.4. https://doi.org/10.32614/CRAN.package.HMPTrees","HMPTrees. (2017). Statistical Object Oriented Data Analysis of RDP-Based Taxonomic
Trees from Human Microbiome Data. R package version 1.4. https://doi.org/10.32614/CRAN.package.HMPTrees",R,2017-07-05,https://cran.r-project.org/web/packages/HMPTrees/index.html,https://cran.r-project.org/web/packages/HMPTrees/vignettes,NA,NA,CRAN,Metagenomics and community analysis,0,NA
holobiont,"Sharon Bewick [aut, cre],
  Benjamin Camper [aut],
  National Science Foundation Division of Integrative Organismal Systems
    (award #2104605) [fnd]",Microbiome Analysis Tools,10.32614/CRAN.package.holobiont,holobiont. (2025). Microbiome Analysis Tools. R package version 0.1.3. https://doi.org/10.32614/CRAN.package.holobiont,holobiont. (2025). Microbiome Analysis Tools. R package version 0.1.3. https://doi.org/10.32614/CRAN.package.holobiont,R,2025-07-21,https://cran.r-project.org/web/packages/holobiont/index.html,https://cran.r-project.org/web/packages/holobiont/vignettes,NA,NA,CRAN,Metagenomics and community analysis,0,NA
Holomics,"Katharina Munk [aut, cre],
  Eva M. Molin [aut, ctb],
  Günter Brader [ctb],
  Lisa Ziemba [ctb],
  AIT Austrian Institute of Technology GmbH [cph]","A User-Friendly R 'shiny' Application for Multi-Omics Data
Integration and Analysis",10.32614/CRAN.package.Holomics,"Holomics. (2025). A User-Friendly R 'shiny' Application for Multi-Omics Data
Integration and Analysis. R package version 1.2.0. https://doi.org/10.32614/CRAN.package.Holomics","Holomics. (2025). A User-Friendly R 'shiny' Application for Multi-Omics Data
Integration and Analysis. R package version 1.2.0. https://doi.org/10.32614/CRAN.package.Holomics",R,2025-09-12,https://cran.r-project.org/web/packages/Holomics/index.html,https://cran.r-project.org/web/packages/Holomics/vignettes,NA,NA,CRAN,Specialized analysis,1,NA
HybridMicrobiomes,"Benjamin Camper [aut],
  Zachary Lauglin [ctb],
  Daniel Malagon [ctb],
  Robert Denton [ctb],
  Sharon Bewick [aut, cre],
  National Science Foundation Division of Integrative Organismal Systems
    (award #2104605) [fnd],
  Clemson University Support for Early Exploration and Development (CU
    SEED) Grant [fnd]",Analysis of Host-Associated Microbiomes from Hybrid Organisms,10.32614/CRAN.package.HybridMicrobiomes,HybridMicrobiomes. (2023). Analysis of Host-Associated Microbiomes from Hybrid Organisms. R package version 0.1.1. https://doi.org/10.32614/CRAN.package.HybridMicrobiomes,HybridMicrobiomes. (2023). Analysis of Host-Associated Microbiomes from Hybrid Organisms. R package version 0.1.1. https://doi.org/10.32614/CRAN.package.HybridMicrobiomes,R,2023-12-05,https://cran.r-project.org/web/packages/HybridMicrobiomes/index.html,https://cran.r-project.org/web/packages/HybridMicrobiomes/vignettes,NA,NA,CRAN,Metagenomics and community analysis,0,NA
iC10,"Oscar M Rueda [aut, cre] (ORCID:
    <https://orcid.org/0000-0003-0008-4884>)",A Copy Number and Expression-Based Classifier for Breast Tumours,10.32614/CRAN.package.iC10,iC10. (2024). A Copy Number and Expression-Based Classifier for Breast Tumours. R package version 2.0.2. https://doi.org/10.32614/CRAN.package.iC10,iC10. (2024). A Copy Number and Expression-Based Classifier for Breast Tumours. R package version 2.0.2. https://doi.org/10.32614/CRAN.package.iC10,R,2024-07-19,https://cran.r-project.org/web/packages/iC10/index.html,https://cran.r-project.org/web/packages/iC10/vignettes,NA,NA,CRAN,Specialized analysis,0,NA
iC10TrainingData,Oscar M Rueda and Jose Antonio Seoane Fernandez,Training Datasets for iC10 Package,10.32614/CRAN.package.iC10TrainingData,iC10TrainingData. (2024). Training Datasets for iC10 Package. R package version 2.0.1. https://doi.org/10.32614/CRAN.package.iC10TrainingData,iC10TrainingData. (2024). Training Datasets for iC10 Package. R package version 2.0.1. https://doi.org/10.32614/CRAN.package.iC10TrainingData,R,2024-07-16,https://cran.r-project.org/web/packages/iC10TrainingData/index.html,https://cran.r-project.org/web/packages/iC10TrainingData/vignettes,NA,NA,CRAN,Specialized analysis,0,NA
IgAScores,"Matthew Jackson [aut, cre, cph]",Score Taxon-Level IgA Binding in IgA-Seq Experiments,10.32614/CRAN.package.IgAScores,IgAScores. (2020). Score Taxon-Level IgA Binding in IgA-Seq Experiments. R package version 0.1.2. https://doi.org/10.32614/CRAN.package.IgAScores,IgAScores. (2020). Score Taxon-Level IgA Binding in IgA-Seq Experiments. R package version 0.1.2. https://doi.org/10.32614/CRAN.package.IgAScores,R,2020-09-01,https://cran.r-project.org/web/packages/IgAScores/index.html,https://cran.r-project.org/web/packages/IgAScores/vignettes,NA,NA,CRAN,Specialized analysis,0,NA
ipolygrowth,"Jifan Wang [aut, cre, cph] (ORCID:
    <https://orcid.org/0000-0001-9720-8913>),
  Kathryn Barger [aut, cph]","Individual Growth Curve Parameter Calculation using Polynomial
Functions",10.32614/CRAN.package.ipolygrowth,"ipolygrowth. (2024). Individual Growth Curve Parameter Calculation using Polynomial
Functions. R package version 1.0.0. https://doi.org/10.32614/CRAN.package.ipolygrowth","ipolygrowth. (2024). Individual Growth Curve Parameter Calculation using Polynomial
Functions. R package version 1.0.0. https://doi.org/10.32614/CRAN.package.ipolygrowth",R,2024-08-29,https://cran.r-project.org/web/packages/ipolygrowth/index.html,https://cran.r-project.org/web/packages/ipolygrowth/vignettes,NA,NA,CRAN,Specialized analysis,0,NA
kronos,"Thomaz Bastiaanssen [aut, cre],
  Sarah-Jane Leigh [aut]",Microbiome Oriented Circadian Rhythm Analysis Toolkit,10.32614/CRAN.package.kronos,kronos. (2023). Microbiome Oriented Circadian Rhythm Analysis Toolkit. R package version 1.0.0. https://doi.org/10.32614/CRAN.package.kronos,kronos. (2023). Microbiome Oriented Circadian Rhythm Analysis Toolkit. R package version 1.0.0. https://doi.org/10.32614/CRAN.package.kronos,R,2023-04-26,https://cran.r-project.org/web/packages/kronos/index.html,https://cran.r-project.org/web/packages/kronos/vignettes,NA,NA,CRAN,Metagenomics and community analysis,0,NA
LDM,"Yi-Juan Hu [aut, cre],
  Glen A Satten [aut]","Testing Hypotheses About the Microbiome using the Linear
Decomposition Model",10.32614/CRAN.package.LDM,"LDM. (2023). Testing Hypotheses About the Microbiome using the Linear
Decomposition Model. R package version 6.0.1. https://doi.org/10.32614/CRAN.package.LDM","LDM. (2023). Testing Hypotheses About the Microbiome using the Linear
Decomposition Model. R package version 6.0.1. https://doi.org/10.32614/CRAN.package.LDM",R,2023-09-07,https://cran.r-project.org/web/packages/LDM/index.html,https://cran.r-project.org/web/packages/LDM/vignettes,NA,NA,CRAN,Metagenomics and community analysis,1,NA
lglasso,"Jie Zhou [aut, cre, cph],
  Jiang Gui [aut],
  Weston Viles [aut],
  Anne Hoen [aut]",Longitudinal Graphical Lasso,10.32614/CRAN.package.lglasso,lglasso. (2022). Longitudinal Graphical Lasso. R package version 0.1.0. https://doi.org/10.32614/CRAN.package.lglasso,lglasso. (2022). Longitudinal Graphical Lasso. R package version 0.1.0. https://doi.org/10.32614/CRAN.package.lglasso,R,2022-01-15,https://cran.r-project.org/web/packages/lglasso/index.html,https://cran.r-project.org/web/packages/lglasso/vignettes,NA,NA,CRAN,Specialized analysis,0,NA
lnmCluster,"Wangshu Tu [aut, cre],
  Sanjeena Dang [aut],
  Yuan Fang [aut]","Perform Logistic Normal Multinomial Clustering for Microbiome
Compositional Data",10.32614/CRAN.package.lnmCluster,"lnmCluster. (2022). Perform Logistic Normal Multinomial Clustering for Microbiome
Compositional Data. R package version 0.3.1. https://doi.org/10.32614/CRAN.package.lnmCluster","lnmCluster. (2022). Perform Logistic Normal Multinomial Clustering for Microbiome
Compositional Data. R package version 0.3.1. https://doi.org/10.32614/CRAN.package.lnmCluster",R,2022-07-20,https://cran.r-project.org/web/packages/lnmCluster/index.html,https://cran.r-project.org/web/packages/lnmCluster/vignettes,NA,NA,CRAN,Metagenomics and community analysis,0,NA
LorMe,"Ningqi Wang [aut, cre, cph],
  Yaozhong Zhang [aut],
  Gaofei Jiang [aut]",Lightening One-Code Resolving Microbial Ecology Solution,10.32614/CRAN.package.LorMe,LorMe. (2025). Lightening One-Code Resolving Microbial Ecology Solution. R package version 1.2.1. https://doi.org/10.32614/CRAN.package.LorMe,LorMe. (2025). Lightening One-Code Resolving Microbial Ecology Solution. R package version 1.2.1. https://doi.org/10.32614/CRAN.package.LorMe,R,2025-03-14,https://cran.r-project.org/web/packages/LorMe/index.html,https://cran.r-project.org/web/packages/LorMe/vignettes,NA,NA,CRAN,Specialized analysis,2,NA
mbmixture,"Karl W Broman [aut, cre] (ORCID:
    <https://orcid.org/0000-0002-4914-6671>)",Microbiome Mixture Analysis,10.32614/CRAN.package.mbmixture,mbmixture. (2024). Microbiome Mixture Analysis. R package version 0.6. https://doi.org/10.32614/CRAN.package.mbmixture,mbmixture. (2024). Microbiome Mixture Analysis. R package version 0.6. https://doi.org/10.32614/CRAN.package.mbmixture,R,2024-11-27,https://cran.r-project.org/web/packages/mbmixture/index.html,https://cran.r-project.org/web/packages/mbmixture/vignettes,NA,NA,CRAN,Metagenomics and community analysis,0,NA
mbX,"Utsav Lamichhane [aut, cre]",A Comprehensive Microbiome Data Processing Pipeline,10.32614/CRAN.package.mbX,mbX. (2025). A Comprehensive Microbiome Data Processing Pipeline. R package version 0.2.0. https://doi.org/10.32614/CRAN.package.mbX,mbX. (2025). A Comprehensive Microbiome Data Processing Pipeline. R package version 0.2.0. https://doi.org/10.32614/CRAN.package.mbX,R,2025-07-23,https://cran.r-project.org/web/packages/mbX/index.html,https://cran.r-project.org/web/packages/mbX/vignettes,NA,NA,CRAN,Metagenomics and community analysis,0,NA
meconetcomp,"Chi Liu [aut, cre],
  Minjie Yao [ctb],
  Xiangzhen Li [ctb]","Compare Microbial Networks of 'trans_network' Class of
'microeco' Package",10.32614/CRAN.package.meconetcomp,"meconetcomp. (2025). Compare Microbial Networks of 'trans_network' Class of
'microeco' Package. R package version 0.6.1. https://doi.org/10.32614/CRAN.package.meconetcomp","meconetcomp. (2025). Compare Microbial Networks of 'trans_network' Class of
'microeco' Package. R package version 0.6.1. https://doi.org/10.32614/CRAN.package.meconetcomp",R,2025-02-24,https://cran.r-project.org/web/packages/meconetcomp/index.html,https://cran.r-project.org/web/packages/meconetcomp/vignettes,NA,NA,CRAN,Specialized analysis,0,NA
mecoturn,"Chi Liu [aut, cre],
  Xiangzhen Li [ctb],
  Minjie Yao [ctb]",Decipher Microbial Turnover along a Gradient,10.32614/CRAN.package.mecoturn,mecoturn. (2025). Decipher Microbial Turnover along a Gradient. R package version 0.3.1. https://doi.org/10.32614/CRAN.package.mecoturn,mecoturn. (2025). Decipher Microbial Turnover along a Gradient. R package version 0.3.1. https://doi.org/10.32614/CRAN.package.mecoturn,R,2025-07-24,https://cran.r-project.org/web/packages/mecoturn/index.html,https://cran.r-project.org/web/packages/mecoturn/vignettes,NA,NA,CRAN,Specialized analysis,0,NA
MedDataSets,"Renzo Caceres Rossi [aut, cre]","Comprehensive Medical, Disease, Treatment, and Drug Datasets",10.32614/CRAN.package.MedDataSets,"MedDataSets. (2024). Comprehensive Medical, Disease, Treatment, and Drug Datasets. R package version 0.1.0. https://doi.org/10.32614/CRAN.package.MedDataSets","MedDataSets. (2024). Comprehensive Medical, Disease, Treatment, and Drug Datasets. R package version 0.1.0. https://doi.org/10.32614/CRAN.package.MedDataSets",R,2024-10-24,https://cran.r-project.org/web/packages/MedDataSets/index.html,https://cran.r-project.org/web/packages/MedDataSets/vignettes,NA,NA,CRAN,Specialized analysis,0,NA
metaCluster,"Dipro Sinha [aut, cre],
  Sayanti Guha Majumdar [aut],
  Anu Sharma [aut],
  Dwijesh Chandra Mishra [aut],
  Md Yeasin [aut]",Metagenomic Clustering,10.32614/CRAN.package.metaCluster,metaCluster. (2024). Metagenomic Clustering. R package version 0.1.1. https://doi.org/10.32614/CRAN.package.metaCluster,metaCluster. (2024). Metagenomic Clustering. R package version 0.1.1. https://doi.org/10.32614/CRAN.package.metaCluster,R,2024-06-20,https://cran.r-project.org/web/packages/metaCluster/index.html,https://cran.r-project.org/web/packages/metaCluster/vignettes,NA,NA,CRAN,Metagenomics and community analysis,0,NA
metacoder,"Zachary Foster [aut, cre],
  Niklaus Grunwald [ths],
  Kamil Slowikowski [ctb],
  Scott Chamberlain [ctb],
  Rob Gilmore [ctb]","Tools for Parsing, Manipulating, and Graphing Taxonomic
Abundance Data",10.32614/CRAN.package.metacoder,"metacoder. (2025). Tools for Parsing, Manipulating, and Graphing Taxonomic
Abundance Data. R package version 0.3.8. https://doi.org/10.32614/CRAN.package.metacoder","metacoder. (2025). Tools for Parsing, Manipulating, and Graphing Taxonomic
Abundance Data. R package version 0.3.8. https://doi.org/10.32614/CRAN.package.metacoder",R,2025-02-11,https://cran.r-project.org/web/packages/metacoder/index.html,https://cran.r-project.org/web/packages/metacoder/vignettes,NA,NA,CRAN,Specialized analysis,0,NA
metamicrobiomeR,"Nhan Ho [aut, cre]","Microbiome Data Analysis & Meta-Analysis with GAMLSS-BEZI &
Random Effects",10.32614/CRAN.package.metamicrobiomeR,"metamicrobiomeR. (2020). Microbiome Data Analysis & Meta-Analysis with GAMLSS-BEZI &
Random Effects. R package version 1.2. https://doi.org/10.32614/CRAN.package.metamicrobiomeR","metamicrobiomeR. (2020). Microbiome Data Analysis & Meta-Analysis with GAMLSS-BEZI &
Random Effects. R package version 1.2. https://doi.org/10.32614/CRAN.package.metamicrobiomeR",R,2020-11-09,https://cran.r-project.org/web/packages/metamicrobiomeR/index.html,https://cran.r-project.org/web/packages/metamicrobiomeR/vignettes,NA,NA,CRAN,Metagenomics and community analysis,0,NA
metan,"Tiago Olivoto [aut, cre, cph] (ORCID:
    <https://orcid.org/0000-0002-0241-9636>)",Multi Environment Trials Analysis,10.32614/CRAN.package.metan,metan. (2024). Multi Environment Trials Analysis. R package version 1.19.0. https://doi.org/10.32614/CRAN.package.metan,metan. (2024). Multi Environment Trials Analysis. R package version 1.19.0. https://doi.org/10.32614/CRAN.package.metan,R,2024-12-15,https://cran.r-project.org/web/packages/metan/index.html,https://cran.r-project.org/web/packages/metan/vignettes,NA,NA,CRAN,Specialized analysis,7,NA
meteorits,"Faicel Chamroukhi [aut] (ORCID:
    <https://orcid.org/0000-0002-5894-3103>),
  Florian Lecocq [aut, trl, cre] (R port),
  Marius Bartcus [aut, trl] (R port)",Mixture-of-Experts Modeling for Complex Non-Normal Distributions,10.32614/CRAN.package.meteorits,meteorits. (2020). Mixture-of-Experts Modeling for Complex Non-Normal Distributions. R package version 0.1.1. https://doi.org/10.32614/CRAN.package.meteorits,meteorits. (2020). Mixture-of-Experts Modeling for Complex Non-Normal Distributions. R package version 0.1.1. https://doi.org/10.32614/CRAN.package.meteorits,R,2020-01-10,https://cran.r-project.org/web/packages/meteorits/index.html,https://cran.r-project.org/web/packages/meteorits/vignettes,NA,NA,CRAN,Specialized analysis,0,NA
MGMS2,"So Young Ryu [aut] (ORCID: <https://orcid.org/0000-0003-2347-7015>),
  George Wendt [cre] (ORCID: <https://orcid.org/0000-0003-3608-9601>)",'MGMS2' for Polymicrobial Samples,10.32614/CRAN.package.MGMS2,MGMS2. (2020). 'MGMS2' for Polymicrobial Samples. R package version 1.0.2. https://doi.org/10.32614/CRAN.package.MGMS2,MGMS2. (2020). 'MGMS2' for Polymicrobial Samples. R package version 1.0.2. https://doi.org/10.32614/CRAN.package.MGMS2,R,2020-04-24,https://cran.r-project.org/web/packages/MGMS2/index.html,https://cran.r-project.org/web/packages/MGMS2/vignettes,NA,NA,CRAN,Specialized analysis,0,NA
MIC,"Alessandro Gerada [aut, cre, cph] (ORCID:
    <https://orcid.org/0000-0002-6743-4271>)",Analysis of Antimicrobial Minimum Inhibitory Concentration Data,10.32614/CRAN.package.MIC,MIC. (2025). Analysis of Antimicrobial Minimum Inhibitory Concentration Data. R package version 1.1.0. https://doi.org/10.32614/CRAN.package.MIC,MIC. (2025). Analysis of Antimicrobial Minimum Inhibitory Concentration Data. R package version 1.1.0. https://doi.org/10.32614/CRAN.package.MIC,R,2025-06-05,https://cran.r-project.org/web/packages/MIC/index.html,https://cran.r-project.org/web/packages/MIC/vignettes,NA,NA,CRAN,Specialized analysis,0,NA
