name,summary,doi,author,apa_citation,language,release_date,docs,tutorials,license,stars,source,Category,Citation_Count
HMPTrees,"Statistical Object Oriented Data Analysis of RDP-Based Taxonomic
Trees from Human Microbiome Data",10.32614/CRAN.package.HMPTrees,"Patricio S. La Rosa, Elena Deych, Berkley Shands, William D. Shannon","HMPTrees. (2017). Statistical Object Oriented Data Analysis of RDP-Based Taxonomic
Trees from Human Microbiome Data. R package version 1.4. https://doi.org/10.32614/CRAN.package.HMPTrees",R,2017-07-05,https://cran.r-project.org/web/packages/HMPTrees/index.html,https://cran.r-project.org/web/packages/HMPTrees/vignettes,Apache License (== 2.0),NA,CRAN,Metagenomics and community analysis,0
holobiont,Microbiome Analysis Tools,10.32614/CRAN.package.holobiont,"Sharon Bewick [aut, cre],
  Benjamin Camper [aut],
  National Science Foundation Division of Integrative Organismal Systems
    (award #2104605) [fnd]",holobiont. (2025). Microbiome Analysis Tools. R package version 0.1.3. https://doi.org/10.32614/CRAN.package.holobiont,R,2025-07-21,https://cran.r-project.org/web/packages/holobiont/index.html,https://cran.r-project.org/web/packages/holobiont/vignettes,GPL-2,NA,CRAN,Metagenomics and community analysis,0
Holomics,"An User-Friendly R 'shiny' Application for Multi-Omics Data
Integration and Analysis",10.32614/CRAN.package.Holomics,"Katharina Munk [aut, cre],
  Eva M. Molin [aut, ctb],
  Günter Brader [ctb],
  Lisa Ziemba [ctb],
  AIT Austrian Institute of Technology GmbH [cph]","Holomics. (2024). An User-Friendly R 'shiny' Application for Multi-Omics Data
Integration and Analysis. R package version 1.1.1. https://doi.org/10.32614/CRAN.package.Holomics",R,2024-06-07,https://cran.r-project.org/web/packages/Holomics/index.html,https://cran.r-project.org/web/packages/Holomics/vignettes,GPL (>= 3),NA,CRAN,Specialized analysis,1
HybridMicrobiomes,Analysis of Host-Associated Microbiomes from Hybrid Organisms,10.32614/CRAN.package.HybridMicrobiomes,"Benjamin Camper [aut],
  Zachary Lauglin [ctb],
  Daniel Malagon [ctb],
  Robert Denton [ctb],
  Sharon Bewick [aut, cre],
  National Science Foundation Division of Integrative Organismal Systems
    (award #2104605) [fnd],
  Clemson University Support for Early Exploration and Development (CU
    SEED) Grant [fnd]",HybridMicrobiomes. (2023). Analysis of Host-Associated Microbiomes from Hybrid Organisms. R package version 0.1.1. https://doi.org/10.32614/CRAN.package.HybridMicrobiomes,R,2023-12-05,https://cran.r-project.org/web/packages/HybridMicrobiomes/index.html,https://cran.r-project.org/web/packages/HybridMicrobiomes/vignettes,GPL-2,NA,CRAN,Metagenomics and community analysis,0
iC10,A Copy Number and Expression-Based Classifier for Breast Tumours,10.32614/CRAN.package.iC10,"Oscar M Rueda [aut, cre] (ORCID:
    <https://orcid.org/0000-0003-0008-4884>)",iC10. (2024). A Copy Number and Expression-Based Classifier for Breast Tumours. R package version 2.0.2. https://doi.org/10.32614/CRAN.package.iC10,R,2024-07-19,https://cran.r-project.org/web/packages/iC10/index.html,https://cran.r-project.org/web/packages/iC10/vignettes,GPL-3,NA,CRAN,Specialized analysis,0
iC10TrainingData,Training Datasets for iC10 Package,10.32614/CRAN.package.iC10TrainingData,Oscar M Rueda and Jose Antonio Seoane Fernandez,iC10TrainingData. (2024). Training Datasets for iC10 Package. R package version 2.0.1. https://doi.org/10.32614/CRAN.package.iC10TrainingData,R,2024-07-16,https://cran.r-project.org/web/packages/iC10TrainingData/index.html,https://cran.r-project.org/web/packages/iC10TrainingData/vignettes,GPL-3,NA,CRAN,Specialized analysis,0
IgAScores,Score Taxon-Level IgA Binding in IgA-Seq Experiments,10.32614/CRAN.package.IgAScores,"Matthew Jackson [aut, cre, cph]",IgAScores. (2020). Score Taxon-Level IgA Binding in IgA-Seq Experiments. R package version 0.1.2. https://doi.org/10.32614/CRAN.package.IgAScores,R,2020-09-01,https://cran.r-project.org/web/packages/IgAScores/index.html,https://cran.r-project.org/web/packages/IgAScores/vignettes,GPL-3,NA,CRAN,Specialized analysis,0
ipolygrowth,"Individual Growth Curve Parameter Calculation using Polynomial
Functions",10.32614/CRAN.package.ipolygrowth,"Jifan Wang [aut, cre, cph] (ORCID:
    <https://orcid.org/0000-0001-9720-8913>),
  Kathryn Barger [aut, cph]","ipolygrowth. (2024). Individual Growth Curve Parameter Calculation using Polynomial
Functions. R package version 1.0.0. https://doi.org/10.32614/CRAN.package.ipolygrowth",R,2024-08-29,https://cran.r-project.org/web/packages/ipolygrowth/index.html,https://cran.r-project.org/web/packages/ipolygrowth/vignettes,GPL (>= 3),NA,CRAN,Specialized analysis,0
iPRISM,"Intelligent Predicting Response to Cancer Immunotherapy Through
Systematic Modeling",10.32614/CRAN.package.iPRISM,"Junwei Han [aut, cre, ctb],
  Yinchun Su [aut],
  Siyuan Li [aut]","iPRISM. (2024). Intelligent Predicting Response to Cancer Immunotherapy Through
Systematic Modeling. R package version 0.1.1. https://doi.org/10.32614/CRAN.package.iPRISM",R,2024-07-14,https://cran.r-project.org/web/packages/iPRISM/index.html,https://cran.r-project.org/web/packages/iPRISM/vignettes,GPL (>= 2),NA,CRAN,Specialized analysis,0
kronos,Microbiome Oriented Circadian Rhythm Analysis Toolkit,10.32614/CRAN.package.kronos,"Thomaz Bastiaanssen [aut, cre],
  Sarah-Jane Leigh [aut]",kronos. (2023). Microbiome Oriented Circadian Rhythm Analysis Toolkit. R package version 1.0.0. https://doi.org/10.32614/CRAN.package.kronos,R,2023-04-26,https://cran.r-project.org/web/packages/kronos/index.html,https://cran.r-project.org/web/packages/kronos/vignettes,GPL (>= 3),NA,CRAN,Metagenomics and community analysis,0
landsepi,Landscape Epidemiology and Evolution,10.32614/CRAN.package.landsepi,"Loup Rimbaud [aut] (ORCID: <https://orcid.org/0000-0002-8098-9984>),
  Marta Zaffaroni [aut] (ORCID: <https://orcid.org/0000-0002-2951-8626>),
  Jean-François Rey [aut, cre] (ORCID:
    <https://orcid.org/0000-0003-3281-6701>),
  Julien Papaix [aut],
  Jean-Loup Gaussen [ctb],
  Manon Couty [ctb]",landsepi. (2025). Landscape Epidemiology and Evolution. R package version 1.5.2. https://doi.org/10.32614/CRAN.package.landsepi,R,2025-07-31,https://cran.r-project.org/web/packages/landsepi/index.html,https://cran.r-project.org/web/packages/landsepi/vignettes,GPL (>= 2) | file LICENSE,NA,CRAN,Phylogenetic and evolutionary analysis,2
LDM,"Testing Hypotheses About the Microbiome using the Linear
Decomposition Model",10.32614/CRAN.package.LDM,"Yi-Juan Hu [aut, cre],
  Glen A Satten [aut]","LDM. (2023). Testing Hypotheses About the Microbiome using the Linear
Decomposition Model. R package version 6.0.1. https://doi.org/10.32614/CRAN.package.LDM",R,2023-09-07,https://cran.r-project.org/web/packages/LDM/index.html,https://cran.r-project.org/web/packages/LDM/vignettes,GPL (>= 2),NA,CRAN,Metagenomics and community analysis,1
lglasso,Longitudinal Graphical Lasso,10.32614/CRAN.package.lglasso,"Jie Zhou [aut, cre, cph],
  Jiang Gui [aut],
  Weston Viles [aut],
  Anne Hoen [aut]",lglasso. (2022). Longitudinal Graphical Lasso. R package version 0.1.0. https://doi.org/10.32614/CRAN.package.lglasso,R,2022-01-15,https://cran.r-project.org/web/packages/lglasso/index.html,https://cran.r-project.org/web/packages/lglasso/vignettes,GPL-3,NA,CRAN,Specialized analysis,0
lnmCluster,"Perform Logistic Normal Multinomial Clustering for Microbiome
Compositional Data",10.32614/CRAN.package.lnmCluster,"Wangshu Tu [aut, cre],
  Sanjeena Dang [aut],
  Yuan Fang [aut]","lnmCluster. (2022). Perform Logistic Normal Multinomial Clustering for Microbiome
Compositional Data. R package version 0.3.1. https://doi.org/10.32614/CRAN.package.lnmCluster",R,2022-07-20,https://cran.r-project.org/web/packages/lnmCluster/index.html,https://cran.r-project.org/web/packages/lnmCluster/vignettes,GPL (>= 2),NA,CRAN,Metagenomics and community analysis,0
localIV,"Estimation of Marginal Treatment Effects using Local
Instrumental Variables",10.32614/CRAN.package.localIV,"Xiang Zhou [aut, cre]","localIV. (2020). Estimation of Marginal Treatment Effects using Local
Instrumental Variables. R package version 0.3.1. https://doi.org/10.32614/CRAN.package.localIV",R,2020-06-26,https://cran.r-project.org/web/packages/localIV/index.html,https://cran.r-project.org/web/packages/localIV/vignettes,GPL (>= 3),NA,CRAN,Specialized analysis,0
LorMe,Lightening One-Code Resolving Microbial Ecology Solution,10.32614/CRAN.package.LorMe,"Ningqi Wang [aut, cre, cph],
  Yaozhong Zhang [aut],
  Gaofei Jiang [aut]",LorMe. (2025). Lightening One-Code Resolving Microbial Ecology Solution. R package version 1.2.1. https://doi.org/10.32614/CRAN.package.LorMe,R,2025-03-14,https://cran.r-project.org/web/packages/LorMe/index.html,https://cran.r-project.org/web/packages/LorMe/vignettes,GPL-3,NA,CRAN,Specialized analysis,2
mbmixture,Microbiome Mixture Analysis,10.32614/CRAN.package.mbmixture,"Karl W Broman [aut, cre] (ORCID:
    <https://orcid.org/0000-0002-4914-6671>)",mbmixture. (2024). Microbiome Mixture Analysis. R package version 0.6. https://doi.org/10.32614/CRAN.package.mbmixture,R,2024-11-27,https://cran.r-project.org/web/packages/mbmixture/index.html,https://cran.r-project.org/web/packages/mbmixture/vignettes,MIT + file LICENSE,NA,CRAN,Metagenomics and community analysis,0
mbX,A Comprehensive Microbiome Data Processing Pipeline,10.32614/CRAN.package.mbX,"Utsav Lamichhane [aut, cre]",mbX. (2025). A Comprehensive Microbiome Data Processing Pipeline. R package version 0.2.0. https://doi.org/10.32614/CRAN.package.mbX,R,2025-07-23,https://cran.r-project.org/web/packages/mbX/index.html,https://cran.r-project.org/web/packages/mbX/vignettes,MIT + file LICENSE,NA,CRAN,Metagenomics and community analysis,0
meconetcomp,"Compare Microbial Networks of 'trans_network' Class of
'microeco' Package",10.32614/CRAN.package.meconetcomp,"Chi Liu [aut, cre],
  Minjie Yao [ctb],
  Xiangzhen Li [ctb]","meconetcomp. (2025). Compare Microbial Networks of 'trans_network' Class of
'microeco' Package. R package version 0.6.1. https://doi.org/10.32614/CRAN.package.meconetcomp",R,2025-02-24,https://cran.r-project.org/web/packages/meconetcomp/index.html,https://cran.r-project.org/web/packages/meconetcomp/vignettes,GPL-3,NA,CRAN,Specialized analysis,0
mecoturn,Decipher Microbial Turnover along a Gradient,10.32614/CRAN.package.mecoturn,"Chi Liu [aut, cre],
  Xiangzhen Li [ctb],
  Minjie Yao [ctb]",mecoturn. (2025). Decipher Microbial Turnover along a Gradient. R package version 0.3.1. https://doi.org/10.32614/CRAN.package.mecoturn,R,2025-07-24,https://cran.r-project.org/web/packages/mecoturn/index.html,https://cran.r-project.org/web/packages/mecoturn/vignettes,GPL-3,NA,CRAN,Specialized analysis,0
MedDataSets,"Comprehensive Medical, Disease, Treatment, and Drug Datasets",10.32614/CRAN.package.MedDataSets,"Renzo Caceres Rossi [aut, cre]","MedDataSets. (2024). Comprehensive Medical, Disease, Treatment, and Drug Datasets. R package version 0.1.0. https://doi.org/10.32614/CRAN.package.MedDataSets",R,2024-10-24,https://cran.r-project.org/web/packages/MedDataSets/index.html,https://cran.r-project.org/web/packages/MedDataSets/vignettes,GPL-3,NA,CRAN,Specialized analysis,0
metaCluster,Metagenomic Clustering,10.32614/CRAN.package.metaCluster,"Dipro Sinha [aut, cre],
  Sayanti Guha Majumdar [aut],
  Anu Sharma [aut],
  Dwijesh Chandra Mishra [aut],
  Md Yeasin [aut]",metaCluster. (2024). Metagenomic Clustering. R package version 0.1.1. https://doi.org/10.32614/CRAN.package.metaCluster,R,2024-06-20,https://cran.r-project.org/web/packages/metaCluster/index.html,https://cran.r-project.org/web/packages/metaCluster/vignettes,GPL-3,NA,CRAN,Metagenomics and community analysis,0
metacoder,"Tools for Parsing, Manipulating, and Graphing Taxonomic
Abundance Data",10.32614/CRAN.package.metacoder,"Zachary Foster [aut, cre],
  Niklaus Grunwald [ths],
  Kamil Slowikowski [ctb],
  Scott Chamberlain [ctb],
  Rob Gilmore [ctb]","metacoder. (2025). Tools for Parsing, Manipulating, and Graphing Taxonomic
Abundance Data. R package version 0.3.8. https://doi.org/10.32614/CRAN.package.metacoder",R,2025-02-11,https://cran.r-project.org/web/packages/metacoder/index.html,https://cran.r-project.org/web/packages/metacoder/vignettes,GPL-2 | GPL-3,NA,CRAN,Specialized analysis,0
metamicrobiomeR,"Microbiome Data Analysis & Meta-Analysis with GAMLSS-BEZI &
Random Effects",10.32614/CRAN.package.metamicrobiomeR,"Nhan Ho [aut, cre]","metamicrobiomeR. (2020). Microbiome Data Analysis & Meta-Analysis with GAMLSS-BEZI &
Random Effects. R package version 1.2. https://doi.org/10.32614/CRAN.package.metamicrobiomeR",R,2020-11-09,https://cran.r-project.org/web/packages/metamicrobiomeR/index.html,https://cran.r-project.org/web/packages/metamicrobiomeR/vignettes,GPL-2,NA,CRAN,Metagenomics and community analysis,0
metan,Multi Environment Trials Analysis,10.32614/CRAN.package.metan,"Tiago Olivoto [aut, cre, cph] (ORCID:
    <https://orcid.org/0000-0002-0241-9636>)",metan. (2024). Multi Environment Trials Analysis. R package version 1.19.0. https://doi.org/10.32614/CRAN.package.metan,R,2024-12-15,https://cran.r-project.org/web/packages/metan/index.html,https://cran.r-project.org/web/packages/metan/vignettes,GPL-3,NA,CRAN,Specialized analysis,7
meteorits,Mixture-of-Experts Modeling for Complex Non-Normal Distributions,10.32614/CRAN.package.meteorits,"Faicel Chamroukhi [aut] (ORCID:
    <https://orcid.org/0000-0002-5894-3103>),
  Florian Lecocq [aut, trl, cre] (R port),
  Marius Bartcus [aut, trl] (R port)",meteorits. (2020). Mixture-of-Experts Modeling for Complex Non-Normal Distributions. R package version 0.1.1. https://doi.org/10.32614/CRAN.package.meteorits,R,2020-01-10,https://cran.r-project.org/web/packages/meteorits/index.html,https://cran.r-project.org/web/packages/meteorits/vignettes,GPL (>= 3),NA,CRAN,Specialized analysis,0
MGMS2,'MGMS2' for Polymicrobial Samples,10.32614/CRAN.package.MGMS2,"So Young Ryu [aut] (ORCID: <https://orcid.org/0000-0003-2347-7015>),
  George Wendt [cre] (ORCID: <https://orcid.org/0000-0003-3608-9601>)",MGMS2. (2020). 'MGMS2' for Polymicrobial Samples. R package version 1.0.2. https://doi.org/10.32614/CRAN.package.MGMS2,R,2020-04-24,https://cran.r-project.org/web/packages/MGMS2/index.html,https://cran.r-project.org/web/packages/MGMS2/vignettes,GPL-3,NA,CRAN,Specialized analysis,0
MIC,Analysis of Antimicrobial Minimum Inhibitory Concentration Data,10.32614/CRAN.package.MIC,"Alessandro Gerada [aut, cre, cph] (ORCID:
    <https://orcid.org/0000-0002-6743-4271>)",MIC. (2025). Analysis of Antimicrobial Minimum Inhibitory Concentration Data. R package version 1.1.0. https://doi.org/10.32614/CRAN.package.MIC,R,2025-06-05,https://cran.r-project.org/web/packages/MIC/index.html,https://cran.r-project.org/web/packages/MIC/vignettes,GPL (>= 3),NA,CRAN,Specialized analysis,0
MicrobialGrowth,Estimates Growth Parameters from Models and Plots the Curve,10.32614/CRAN.package.MicrobialGrowth,"Florentin L'Homme [aut, cre] (ORCID:
    <https://orcid.org/0000-0001-9684-3085>),
  Clarisse Breard [aut] (ORCID: <https://orcid.org/0009-0007-5310-7599>)",MicrobialGrowth. (2025). Estimates Growth Parameters from Models and Plots the Curve. R package version 1.0.0. https://doi.org/10.32614/CRAN.package.MicrobialGrowth,R,2025-03-10,https://cran.r-project.org/web/packages/MicrobialGrowth/index.html,https://cran.r-project.org/web/packages/MicrobialGrowth/vignettes,GPL (>= 3),NA,CRAN,Specialized analysis,0
microbiomeMQC,Calculate 4 Key Reporting Measures,10.32614/CRAN.package.microbiomeMQC,"Jacob Dehinsilu [aut, cre] (ORCID:
    <https://orcid.org/0000-0001-9041-970X>),
  Ravneet Bhuller [aut]",microbiomeMQC. (2024). Calculate 4 Key Reporting Measures. R package version 1.0.2. https://doi.org/10.32614/CRAN.package.microbiomeMQC,R,2024-09-16,https://cran.r-project.org/web/packages/microbiomeMQC/index.html,https://cran.r-project.org/web/packages/microbiomeMQC/vignettes,GPL-3,NA,CRAN,Specialized analysis,0
MicrobiomeStat,Statistical Methods for Microbiome Compositional Data,10.32614/CRAN.package.MicrobiomeStat,"Xianyang Zhang [aut],
  Jun Chen [aut, cre],
  Huijuan Zhou [ctb]",MicrobiomeStat. (2024). Statistical Methods for Microbiome Compositional Data. R package version 1.2. https://doi.org/10.32614/CRAN.package.MicrobiomeStat,R,2024-04-01,https://cran.r-project.org/web/packages/MicrobiomeStat/index.html,https://cran.r-project.org/web/packages/MicrobiomeStat/vignettes,GPL-3,NA,CRAN,Metagenomics and community analysis,0
MicrobiomeSurv,"Biomarker Validation for Microbiome-Based Survival
Classification and Prediction",10.32614/CRAN.package.MicrobiomeSurv,"Thi Huyen Nguyen [aut, cre],
  Olajumoke Evangelina Owokotomo [aut],
  Ziv Shkedy [aut]","MicrobiomeSurv. (2023). Biomarker Validation for Microbiome-Based Survival
Classification and Prediction. R package version 0.1.0. https://doi.org/10.32614/CRAN.package.MicrobiomeSurv",R,2023-10-12,https://cran.r-project.org/web/packages/MicrobiomeSurv/index.html,https://cran.r-project.org/web/packages/MicrobiomeSurv/vignettes,GPL-3,NA,CRAN,Metagenomics and community analysis,0
microeco,Microbial Community Ecology Data Analysis,10.32614/CRAN.package.microeco,"Chi Liu [aut, cre],
  Felipe R. P. Mansoldo [ctb],
  Minjie Yao [ctb],
  Xiangzhen Li [ctb]",microeco. (2025). Microbial Community Ecology Data Analysis. R package version 1.15.0. https://doi.org/10.32614/CRAN.package.microeco,R,2025-05-18,https://cran.r-project.org/web/packages/microeco/index.html,https://cran.r-project.org/web/packages/microeco/vignettes,GPL-3,NA,CRAN,Specialized analysis,0
MicroNiche,Microbial Niche Measurements,10.32614/CRAN.package.MicroNiche,"Damien Finn [aut, cre]",MicroNiche. (2020). Microbial Niche Measurements. R package version 1.0.0. https://doi.org/10.32614/CRAN.package.MicroNiche,R,2020-01-30,https://cran.r-project.org/web/packages/MicroNiche/index.html,https://cran.r-project.org/web/packages/MicroNiche/vignettes,GPL-2,NA,CRAN,Specialized analysis,1
micropan,Microbial Pan-Genome Analysis,10.32614/CRAN.package.micropan,Lars Snipen and Kristian Hovde Liland,micropan. (2020). Microbial Pan-Genome Analysis. R package version 2.1. https://doi.org/10.32614/CRAN.package.micropan,R,2020-07-15,https://cran.r-project.org/web/packages/micropan/index.html,https://cran.r-project.org/web/packages/micropan/vignettes,GPL-2,NA,CRAN,Specialized analysis,0
microPop,Process-Based Modelling of Microbial Populations,10.32614/CRAN.package.microPop,"Helen Kettle [aut, cre]",microPop. (2022). Process-Based Modelling of Microbial Populations. R package version 1.6. https://doi.org/10.32614/CRAN.package.microPop,R,2022-02-03,https://cran.r-project.org/web/packages/microPop/index.html,https://cran.r-project.org/web/packages/microPop/vignettes,GPL-3 | file LICENSE,NA,CRAN,Specialized analysis,0
